"Plot Title: Haa Damthang"
"#","Date Time, GMT+06:00","PAR, uE (LGR S/N: 10364436, SEN S/N: 10340315, LBL: Photosynthesis)","Temp, °F (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Temperature)","RH, % (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Relative Humdity )","Water Content, m³/m³ (LGR S/N: 10364436, SEN S/N: 10346471, LBL: Rainfall)","Rain, in (LGR S/N: 10364436, SEN S/N: 10364405, LBL: Rainfall)"
33386,04/19/16 06:19:53 AM,98.7,42.433,94.200,0.2538,0.000
33387,04/19/16 06:29:53 AM,116.2,42.525,92.400,0.2538,0.000
33388,04/19/16 06:39:53 AM,121.2,42.294,92.700,0.2538,0.000
33389,04/19/16 06:49:53 AM,153.7,43.488,92.600,0.2538,0.000
33390,04/19/16 06:59:53 AM,171.2,43.167,90.200,0.2538,0.000
33391,04/19/16 07:09:53 AM,551.2,45.172,88.500,0.2532,0.000
33392,04/19/16 07:19:53 AM,581.2,45.986,89.100,0.2532,0.000
33393,04/19/16 07:29:53 AM,708.7,47.557,87.600,0.2528,0.000
33394,04/19/16 07:39:53 AM,328.7,45.806,89.100,0.2532,0.000
33395,04/19/16 07:49:53 AM,206.2,44.901,89.700,0.2534,0.000
33396,04/19/16 07:59:53 AM,626.2,46.121,87.600,0.2524,0.000
33397,04/19/16 08:09:53 AM,1053.7,48.538,87.700,0.2520,0.000
33398,04/19/16 08:19:53 AM,1133.7,52.029,79.700,0.2516,0.000
33399,04/19/16 08:29:53 AM,1201.2,54.516,76.800,0.2505,0.000
33400,04/19/16 08:39:53 AM,1268.7,54.648,74.600,0.2498,0.000
33401,04/19/16 08:49:53 AM,1358.7,56.988,72.400,0.2494,0.000
33402,04/19/16 08:59:53 AM,1416.2,58.755,71.300,0.2490,0.000
33403,04/19/16 09:09:53 AM,1471.2,57.807,66.600,0.2479,0.000
33404,04/19/16 09:19:53 AM,1521.2,58.023,64.800,0.2471,0.000
33405,04/19/16 09:29:53 AM,1548.7,58.368,59.000,0.2464,0.000
33406,04/19/16 09:39:53 AM,1606.2,60.132,58.600,0.2452,0.000
33407,04/19/16 09:49:53 AM,1646.2,59.916,59.300,0.2449,0.000
33408,04/19/16 09:59:53 AM,1686.2,60.217,59.000,0.2437,0.000
33409,04/19/16 10:09:53 AM,1723.7,60.517,60.900,0.2421,0.000
33410,04/19/16 10:19:53 AM,1756.2,61.032,60.400,0.2414,0.000
33411,04/19/16 10:29:53 AM,1796.2,62.105,60.200,0.2410,0.000
33412,04/19/16 10:39:53 AM,1826.2,62.191,60.300,0.2390,0.000
33413,04/19/16 10:49:53 AM,1843.7,62.447,58.700,0.2387,0.000
33414,04/19/16 10:59:53 AM,1866.2,63.048,57.000,0.2374,0.000
33415,04/19/16 11:09:53 AM,1881.2,63.903,57.300,0.2363,0.000
33416,04/19/16 11:19:53 AM,1898.7,65.102,55.900,0.2351,0.000
33417,04/19/16 11:29:53 AM,1911.2,64.418,54.600,0.2344,0.000
33418,04/19/16 11:39:53 AM,1918.7,64.247,54.600,0.2327,0.000
33419,04/19/16 11:49:53 AM,1926.2,65.273,55.000,0.2315,0.000
33420,04/19/16 11:59:53 AM,1921.2,65.487,53.800,0.2303,0.000
33421,04/19/16 12:09:53 PM,1916.2,65.403,53.500,0.2291,0.000
33422,04/19/16 12:19:53 PM,1911.2,65.273,52.500,0.2277,0.000
33423,04/19/16 12:29:53 PM,1891.2,65.745,53.800,0.2266,0.000
33424,04/19/16 12:39:53 PM,1888.7,64.503,51.400,0.2254,0.000
33425,04/19/16 12:49:53 PM,1871.2,64.803,53.800,0.2237,0.000
33426,04/19/16 12:59:53 PM,1828.7,64.418,54.400,0.2224,0.000
33427,04/19/16 01:09:53 PM,1808.7,64.247,54.500,0.2219,0.000
33428,04/19/16 01:19:53 PM,1778.7,64.546,54.200,0.2216,0.000
33429,04/19/16 01:29:53 PM,1756.2,64.033,53.700,0.2211,0.000
33430,04/19/16 01:39:53 PM,1706.2,64.161,52.900,0.2198,0.000
33431,04/19/16 01:49:53 PM,1671.2,64.332,52.000,0.2195,0.000
33432,04/19/16 01:59:53 PM,1628.7,64.503,49.400,0.2182,0.000
33433,04/19/16 02:09:53 PM,1593.7,63.862,50.300,0.2177,0.000
33434,04/19/16 02:19:53 PM,1556.2,64.288,50.000,0.2169,0.000
33435,04/19/16 02:29:53 PM,1478.7,64.589,50.200,0.2161,0.000
33436,04/19/16 02:39:53 PM,1448.7,64.717,50.200,0.2156,0.000
33437,04/19/16 02:49:53 PM,1378.7,65.658,48.400,0.2148,0.000
33438,04/19/16 02:59:53 PM,1333.7,66.173,48.400,0.2143,0.000
33439,04/19/16 03:09:53 PM,1268.7,66.515,44.400,0.2134,0.000
33440,04/19/16 03:19:53 PM,1213.7,67.028,43.400,0.2126,0.000
33441,04/19/16 03:29:53 PM,1136.2,65.745,44.800,0.2122,0.000
33442,04/19/16 03:39:53 PM,1076.2,66.729,42.600,0.2117,0.000
33443,04/19/16 03:49:53 PM,1006.2,65.359,42.700,0.2109,0.000
33444,04/19/16 03:59:53 PM,938.7,64.974,43.400,0.2122,0.000
33445,04/19/16 04:09:53 PM,868.7,65.273,42.900,0.2131,0.000
33446,04/19/16 04:19:53 PM,801.2,63.732,44.500,0.2139,0.000
33447,04/19/16 04:29:53 PM,116.2,61.720,48.200,0.2148,0.000
33448,04/19/16 04:39:53 PM,106.2,60.647,50.200,0.2153,0.000
33449,04/19/16 04:49:53 PM,101.2,60.089,51.200,0.2156,0.000
33450,04/19/16 04:59:53 PM,96.2,59.229,54.300,0.2164,0.000
33451,04/19/16 05:09:53 PM,91.2,58.152,58.800,0.2164,0.000
33452,04/19/16 05:19:53 PM,83.7,57.290,62.400,0.2174,0.000
33453,04/19/16 05:29:53 PM,73.7,56.251,65.600,0.2182,0.000
33454,04/19/16 05:39:53 PM,63.7,55.602,67.700,0.2177,0.000
33455,04/19/16 05:49:53 PM,51.2,55.256,68.900,0.2182,0.000
33456,04/19/16 05:59:53 PM,31.2,55.081,68.400,0.2190,0.000
33457,04/19/16 06:09:53 PM,18.7,54.691,69.100,0.2190,0.000
33458,04/19/16 06:19:53 PM,11.2,54.430,70.400,0.2190,0.000
33459,04/19/16 06:29:53 PM,3.7,53.820,71.900,0.2195,0.000
33460,04/19/16 06:39:53 PM,1.2,52.686,74.000,0.2203,0.000
33461,04/19/16 06:49:53 PM,1.2,52.554,75.500,0.2203,0.000
33462,04/19/16 06:59:53 PM,1.2,52.072,76.400,0.2208,0.000
33463,04/19/16 07:09:53 PM,1.2,51.633,77.500,0.2211,0.000
33464,04/19/16 07:19:53 PM,1.2,50.752,79.000,0.2219,0.000
33465,04/19/16 07:29:53 PM,1.2,49.782,81.100,0.2216,0.000
33466,04/19/16 07:39:53 PM,1.2,48.983,83.000,0.2224,0.000
33467,04/19/16 07:49:53 PM,1.2,48.805,83.700,0.2232,0.000
33468,04/19/16 07:59:53 PM,1.2,48.672,83.300,0.2229,0.000
33469,04/19/16 08:09:53 PM,1.2,48.583,84.000,0.2232,0.000
33470,04/19/16 08:19:53 PM,1.2,50.268,80.000,0.2232,0.000
33471,04/19/16 08:29:53 PM,1.2,48.938,81.400,0.2237,0.000
33472,04/19/16 08:39:53 PM,1.2,47.289,83.900,0.2232,0.000
33473,04/19/16 08:49:53 PM,1.2,47.244,85.400,0.2237,0.000
33474,04/19/16 08:59:53 PM,1.2,47.781,84.700,0.2241,0.000
33475,04/19/16 09:09:53 PM,1.2,46.616,86.600,0.2241,0.000
33476,04/19/16 09:19:53 PM,1.2,46.391,87.600,0.2241,0.000
33477,04/19/16 09:29:53 PM,1.2,46.706,87.800,0.2245,0.000
33478,04/19/16 09:39:53 PM,1.2,46.841,87.500,0.2249,0.000
33479,04/19/16 09:49:53 PM,1.2,46.974,87.200,0.2249,0.000
33480,04/19/16 09:59:53 PM,1.2,46.076,88.500,0.2249,0.000
33481,04/19/16 10:09:53 PM,1.2,45.941,89.900,0.2254,0.000
33482,04/19/16 10:19:53 PM,1.2,46.211,89.300,0.2254,0.000
33483,04/19/16 10:29:53 PM,1.2,46.661,89.800,0.2254,0.000
33484,04/19/16 10:39:53 PM,1.2,46.796,89.100,0.2254,0.000
33485,04/19/16 10:49:53 PM,1.2,47.109,88.100,0.2254,0.000
33486,04/19/16 10:59:53 PM,1.2,47.826,87.100,0.2254,0.000
33487,04/19/16 11:09:53 PM,1.2,47.736,87.200,0.2257,0.000
33488,04/19/16 11:19:53 PM,1.2,48.405,85.900,0.2257,0.000
33489,04/19/16 11:29:53 PM,1.2,48.227,86.300,0.2257,0.000
33490,04/19/16 11:39:53 PM,1.2,47.914,86.300,0.2257,0.000
33491,04/19/16 11:49:53 PM,1.2,48.004,86.000,0.2262,0.000
33492,04/19/16 11:59:53 PM,1.2,47.647,88.200,0.2262,0.000
33493,04/20/16 12:09:53 AM,1.2,47.647,88.300,0.2262,0.000
33494,04/20/16 12:19:53 AM,1.2,47.826,87.400,0.2262,0.000
33495,04/20/16 12:29:53 AM,1.2,46.974,88.100,0.2266,0.000
33496,04/20/16 12:39:53 AM,1.2,46.661,88.600,0.2262,0.000
33497,04/20/16 12:49:53 AM,1.2,46.841,89.600,0.2257,0.000
33498,04/20/16 12:59:53 AM,1.2,46.616,87.800,0.2257,0.000
33499,04/20/16 01:09:53 AM,1.2,46.661,88.300,0.2262,0.000
33500,04/20/16 01:19:53 AM,1.2,46.796,88.400,0.2262,0.000
33501,04/20/16 01:29:53 AM,1.2,46.751,86.600,0.2262,0.000
33502,04/20/16 01:39:53 AM,1.2,46.436,86.500,0.2262,0.000
33503,04/20/16 01:49:53 AM,1.2,46.391,87.500,0.2266,0.000
33504,04/20/16 01:59:53 AM,1.2,46.166,88.900,0.2266,0.000
33505,04/20/16 02:09:53 AM,1.2,46.211,87.200,0.2266,0.000
33506,04/20/16 02:19:53 AM,1.2,45.986,88.000,0.2269,0.000
33507,04/20/16 02:29:53 AM,1.2,45.579,87.100,0.2269,0.000
33508,04/20/16 02:39:53 AM,1.2,46.886,84.400,0.2269,0.000
33509,04/20/16 02:49:53 AM,1.2,45.082,87.200,0.2269,0.000
33510,04/20/16 02:59:53 AM,1.2,44.856,86.800,0.2274,0.000
33511,04/20/16 03:09:53 AM,1.2,44.400,88.100,0.2274,0.000
33512,04/20/16 03:19:53 AM,1.2,43.443,89.000,0.2277,0.000
33513,04/20/16 03:29:53 AM,1.2,42.755,91.200,0.2277,0.000
33514,04/20/16 03:39:53 AM,1.2,42.570,91.800,0.2277,0.000
33515,04/20/16 03:49:53 AM,1.2,42.616,92.100,0.2277,0.000
33516,04/20/16 03:59:53 AM,1.2,42.939,91.600,0.2282,0.000
33517,04/20/16 04:09:53 AM,1.2,42.570,90.900,0.2282,0.000
33518,04/20/16 04:19:53 AM,1.2,42.478,91.700,0.2282,0.000
33519,04/20/16 04:29:53 AM,1.2,42.202,91.700,0.2282,0.000
33520,04/20/16 04:39:53 AM,1.2,42.663,90.300,0.2286,0.000
33521,04/20/16 04:49:53 AM,1.2,41.925,92.000,0.2286,0.000
33522,04/20/16 04:59:53 AM,1.2,42.109,92.000,0.2286,0.000
33523,04/20/16 05:09:53 AM,1.2,41.832,92.300,0.2286,0.000
33524,04/20/16 05:19:53 AM,1.2,42.017,92.500,0.2286,0.000
33525,04/20/16 05:29:53 AM,6.2,42.109,92.400,0.2286,0.000
33526,04/20/16 05:39:53 AM,18.7,42.433,91.000,0.2291,0.000
33527,04/20/16 05:49:53 AM,41.2,42.064,91.700,0.2291,0.000
33528,04/20/16 05:59:53 AM,83.7,42.570,92.100,0.2286,0.000
33529,04/20/16 06:09:53 AM,103.7,43.167,89.500,0.2286,0.000
33530,04/20/16 06:19:53 AM,128.7,43.900,88.000,0.2286,0.000
33531,04/20/16 06:29:53 AM,141.2,43.534,87.400,0.2282,0.000
33532,04/20/16 06:39:53 AM,198.7,43.900,87.700,0.2282,0.000
33533,04/20/16 06:49:53 AM,231.2,44.310,86.600,0.2282,0.000
33534,04/20/16 06:59:53 AM,206.2,44.127,86.400,0.2282,0.000
33535,04/20/16 07:09:53 AM,251.2,44.674,85.100,0.2282,0.000
33536,04/20/16 07:19:53 AM,326.2,44.946,85.600,0.2277,0.000
33537,04/20/16 07:29:53 AM,286.2,45.851,84.000,0.2277,0.000
33538,04/20/16 07:39:53 AM,871.2,47.422,83.200,0.2274,0.000
33539,04/20/16 07:49:53 AM,971.2,50.576,80.000,0.2269,0.000
33540,04/20/16 07:59:53 AM,1103.7,53.253,77.500,0.2266,0.000
33541,04/20/16 08:09:53 AM,1203.7,55.472,73.500,0.2262,0.000
33542,04/20/16 08:19:53 AM,1196.2,58.239,71.000,0.2257,0.000
33543,04/20/16 08:29:53 AM,1333.7,58.368,64.300,0.2245,0.000
33544,04/20/16 08:39:53 AM,1416.2,59.056,64.900,0.2237,0.000
33545,04/20/16 08:49:53 AM,1473.7,58.842,63.100,0.2229,0.000
33546,04/20/16 08:59:53 AM,681.2,58.195,62.000,0.2219,0.000
33547,04/20/16 09:09:53 AM,1651.2,59.315,62.700,0.2211,0.000
33548,04/20/16 09:19:53 AM,748.7,58.842,62.600,0.2203,0.000
33549,04/20/16 09:29:53 AM,1918.7,61.075,62.000,0.2185,0.000
33550,04/20/16 09:39:53 AM,898.7,60.390,58.200,0.2182,0.000
33551,04/20/16 09:49:53 AM,1968.7,58.971,61.700,0.2177,0.000
33552,04/20/16 09:59:53 AM,623.7,59.529,58.800,0.2161,0.000
33553,04/20/16 10:09:53 AM,681.2,59.229,62.000,0.2156,0.000
33554,04/20/16 10:19:53 AM,876.2,60.003,62.300,0.2153,0.000
33555,04/20/16 10:29:53 AM,2201.2,60.818,59.600,0.2134,0.000
33556,04/20/16 10:39:53 AM,2216.2,59.401,63.100,0.2131,0.000
33557,04/20/16 10:49:53 AM,603.7,59.659,62.400,0.2126,0.000
33558,04/20/16 10:59:53 AM,2276.2,61.075,61.000,0.2109,0.000
33559,04/20/16 11:09:53 AM,758.7,62.620,57.800,0.2100,0.000
33560,04/20/16 11:19:53 AM,703.7,60.561,58.600,0.2095,0.000
33561,04/20/16 11:29:53 AM,716.2,61.376,57.400,0.2083,0.000
33562,04/20/16 11:39:53 AM,1506.2,62.875,54.900,0.2070,0.000
33563,04/20/16 11:49:53 AM,808.7,62.919,54.200,0.2061,0.000
33564,04/20/16 11:59:53 AM,728.7,61.848,55.500,0.2047,0.000
33565,04/20/16 12:09:53 PM,826.2,61.590,55.800,0.2043,0.000
33566,04/20/16 12:19:53 PM,2288.7,62.919,55.000,0.2026,0.000
33567,04/20/16 12:29:53 PM,836.2,63.176,53.900,0.2017,0.000
33568,04/20/16 12:39:53 PM,2228.7,62.191,55.300,0.2008,0.000
33569,04/20/16 12:49:53 PM,563.7,63.048,54.300,0.1994,0.000
33570,04/20/16 12:59:53 PM,2063.7,64.760,52.100,0.1976,0.000
33571,04/20/16 01:09:53 PM,2186.2,64.288,53.000,0.1972,0.000
33572,04/20/16 01:19:53 PM,768.7,62.447,54.100,0.1963,0.000
33573,04/20/16 01:29:53 PM,1528.7,62.533,54.300,0.1954,0.000
33574,04/20/16 01:39:53 PM,676.2,62.406,54.600,0.1954,0.000
33575,04/20/16 01:49:53 PM,2006.2,62.834,54.000,0.1935,0.000
33576,04/20/16 01:59:53 PM,1896.2,64.931,50.900,0.1932,0.000
33577,04/20/16 02:09:53 PM,1676.2,65.403,46.800,0.1917,0.000
33578,04/20/16 02:19:53 PM,1788.7,67.714,42.500,0.1913,0.000
33579,04/20/16 02:29:53 PM,1776.2,67.586,40.500,0.1898,0.000
33580,04/20/16 02:39:53 PM,1633.7,67.114,39.600,0.1891,0.000
33581,04/20/16 02:49:53 PM,1623.7,65.959,43.800,0.1881,0.000
33582,04/20/16 02:59:53 PM,1521.2,66.558,39.600,0.1866,0.000
33583,04/20/16 03:09:53 PM,1431.2,64.288,50.100,0.1853,0.000
33584,04/20/16 03:19:53 PM,1333.7,62.191,55.600,0.1849,0.000
33585,04/20/16 03:29:53 PM,1246.2,63.262,53.900,0.1840,0.000
33586,04/20/16 03:39:53 PM,1128.7,64.546,49.600,0.1830,0.000
33587,04/20/16 03:49:53 PM,1003.7,63.347,48.300,0.1820,0.000
33588,04/20/16 03:59:53 PM,938.7,61.333,52.700,0.1830,0.000
33589,04/20/16 04:09:53 PM,878.7,60.991,56.700,0.1830,0.000
33590,04/20/16 04:19:53 PM,628.7,58.971,61.200,0.1830,0.000
33591,04/20/16 04:29:53 PM,283.7,58.712,63.800,0.1836,0.000
33592,04/20/16 04:39:53 PM,316.2,57.765,65.900,0.1840,0.000
33593,04/20/16 04:49:53 PM,203.7,57.549,67.300,0.1840,0.000
33594,04/20/16 04:59:53 PM,206.2,56.295,70.400,0.1843,0.000
33595,04/20/16 05:09:53 PM,188.7,56.079,71.700,0.1853,0.000
33596,04/20/16 05:19:53 PM,171.2,56.035,71.000,0.1849,0.000
33597,04/20/16 05:29:53 PM,103.7,56.165,71.400,0.1853,0.000
33598,04/20/16 05:39:53 PM,108.7,55.472,72.800,0.1859,0.000
33599,04/20/16 05:49:53 PM,63.7,55.299,72.600,0.1859,0.000
33600,04/20/16 05:59:53 PM,46.2,55.342,72.300,0.1862,0.000
33601,04/20/16 06:09:53 PM,13.7,54.734,73.600,0.1866,0.000
33602,04/20/16 06:19:53 PM,1.2,53.820,76.000,0.1872,0.000
33603,04/20/16 06:29:53 PM,1.2,53.690,76.200,0.1876,0.000
33604,04/20/16 06:39:53 PM,1.2,53.776,75.700,0.1881,0.000
33605,04/20/16 06:49:53 PM,1.2,53.384,76.800,0.1885,0.000
33606,04/20/16 06:59:53 PM,1.2,53.121,77.100,0.1885,0.000
33607,04/20/16 07:09:53 PM,1.2,52.903,77.800,0.1891,0.000
33608,04/20/16 07:19:53 PM,1.2,52.686,77.900,0.1898,0.000
33609,04/20/16 07:29:53 PM,1.2,52.686,77.400,0.1898,0.000
33610,04/20/16 07:39:53 PM,1.2,52.597,78.300,0.1898,0.000
33611,04/20/16 07:49:53 PM,1.2,52.466,79.400,0.1904,0.000
33612,04/20/16 07:59:53 PM,1.2,52.115,79.600,0.1908,0.000
33613,04/20/16 08:09:53 PM,1.2,51.589,81.800,0.1908,0.000
33614,04/20/16 08:19:53 PM,1.2,50.886,84.100,0.1913,0.000
33615,04/20/16 08:29:53 PM,1.2,50.709,85.100,0.1917,0.000
33616,04/20/16 08:39:53 PM,1.2,50.664,85.500,0.1926,0.000
33617,04/20/16 08:49:53 PM,1.2,50.533,85.700,0.1923,0.000
33618,04/20/16 08:59:53 PM,1.2,50.576,85.500,0.1932,0.000
33619,04/20/16 09:09:53 PM,1.2,50.092,88.000,0.1939,0.000
33620,04/20/16 09:19:53 PM,1.2,49.825,88.800,0.1948,0.000
33621,04/20/16 09:29:53 PM,1.2,49.561,89.300,0.1954,0.000
33622,04/20/16 09:39:53 PM,1.2,49.516,90.200,0.1958,0.000
33623,04/20/16 09:49:53 PM,1.2,49.561,90.500,0.1963,0.000
33624,04/20/16 09:59:53 PM,1.2,49.870,89.400,0.1967,0.000
33625,04/20/16 10:09:53 PM,1.2,49.914,89.900,0.1963,0.000
33626,04/20/16 10:19:53 PM,1.2,49.737,90.100,0.1967,0.000
33627,04/20/16 10:29:53 PM,1.2,49.870,89.900,0.1972,0.000
33628,04/20/16 10:39:53 PM,1.2,49.692,90.700,0.1976,0.000
33629,04/20/16 10:49:53 PM,1.2,49.649,90.700,0.2035,0.000
33630,04/20/16 10:59:53 PM,1.2,49.383,92.200,0.2038,0.000
33631,04/20/16 11:09:53 PM,1.2,48.938,93.400,0.2047,0.000
33632,04/20/16 11:19:53 PM,1.2,49.116,94.200,0.2056,0.000
33633,04/20/16 11:29:53 PM,1.2,49.028,94.100,0.2056,0.000
33634,04/20/16 11:39:53 PM,1.2,48.850,94.600,0.2061,0.000
33635,04/20/16 11:49:53 PM,1.2,48.227,94.900,0.2064,0.000
33636,04/20/16 11:59:53 PM,1.2,48.272,95.300,0.2070,0.000
33637,04/21/16 12:09:53 AM,1.2,48.272,95.500,0.2070,0.000
33638,04/21/16 12:19:53 AM,1.2,48.583,95.900,0.2070,0.000
33639,04/21/16 12:29:53 AM,1.2,48.227,96.300,0.2073,0.000
33640,04/21/16 12:39:53 AM,1.2,48.094,96.700,0.2100,0.000
33641,04/21/16 12:49:53 AM,1.2,48.004,97.200,0.2109,0.000
33642,04/21/16 12:59:53 AM,1.2,48.137,97.200,0.2112,0.008
33643,04/21/16 01:09:53 AM,1.2,48.315,97.200,0.2117,0.000
33644,04/21/16 01:19:53 AM,1.2,48.182,97.100,0.2122,0.000
33645,04/21/16 01:29:53 AM,1.2,48.315,96.500,0.2122,0.000
33646,04/21/16 01:39:53 AM,1.2,48.405,96.300,0.2122,0.000
33647,04/21/16 01:49:53 AM,1.2,48.450,96.100,0.2126,0.000
33648,04/21/16 01:59:53 AM,1.2,48.315,96.100,0.2164,0.000
33649,04/21/16 02:09:53 AM,1.2,48.182,96.400,0.2169,0.000
33650,04/21/16 02:19:53 AM,1.2,47.959,96.700,0.2174,0.000
33651,04/21/16 02:29:53 AM,1.2,48.004,96.600,0.2177,0.000
33652,04/21/16 02:39:53 AM,1.2,48.137,96.200,0.2185,0.000
33653,04/21/16 02:49:53 AM,1.2,47.959,96.100,0.2182,0.000
33654,04/21/16 02:59:53 AM,1.2,47.691,97.200,0.2190,0.000
33655,04/21/16 03:09:53 AM,1.2,47.377,97.700,0.2203,0.000
33656,04/21/16 03:19:53 AM,1.2,47.154,97.600,0.2203,0.000
33657,04/21/16 03:29:53 AM,1.2,47.154,97.400,0.2198,0.000
33658,04/21/16 03:39:53 AM,1.2,47.422,97.100,0.2198,0.000
33659,04/21/16 03:49:53 AM,1.2,47.064,96.800,0.2198,0.000
33660,04/21/16 03:59:53 AM,1.2,46.796,96.400,0.2195,0.000
33661,04/21/16 04:09:53 AM,1.2,46.886,95.800,0.2190,0.008
33662,04/21/16 04:19:53 AM,1.2,46.841,95.600,0.2195,0.000
33663,04/21/16 04:29:53 AM,1.2,47.244,95.400,0.2195,0.000
33664,04/21/16 04:39:53 AM,1.2,47.289,94.500,0.2190,0.000
33665,04/21/16 04:49:53 AM,1.2,47.377,94.600,0.2195,0.000
33666,04/21/16 04:59:53 AM,1.2,47.512,94.500,0.2195,0.000
33667,04/21/16 05:09:53 AM,1.2,47.467,93.900,0.2190,0.000
33668,04/21/16 05:19:53 AM,1.2,47.334,93.500,0.2190,0.000
33669,04/21/16 05:29:53 AM,1.2,47.334,93.500,0.2195,0.000
33670,04/21/16 05:39:53 AM,8.7,47.467,93.700,0.2195,0.000
33671,04/21/16 05:49:53 AM,18.7,47.512,93.400,0.2190,0.000
33672,04/21/16 05:59:53 AM,36.2,47.512,95.400,0.2190,0.000
33673,04/21/16 06:09:53 AM,71.2,47.557,96.200,0.2195,0.000
33674,04/21/16 06:19:53 AM,83.7,47.736,96.400,0.2190,0.000
33675,04/21/16 06:29:53 AM,103.7,48.094,96.300,0.2185,0.000
33676,04/21/16 06:39:53 AM,166.2,48.450,95.500,0.2185,0.000
33677,04/21/16 06:49:53 AM,143.7,48.583,95.700,0.2185,0.000
33678,04/21/16 06:59:53 AM,198.7,48.628,96.000,0.2182,0.000
33679,04/21/16 07:09:53 AM,268.7,49.471,96.500,0.2182,0.000
33680,04/21/16 07:19:53 AM,358.7,49.604,96.100,0.2182,0.000
33681,04/21/16 07:29:53 AM,388.7,49.692,96.500,0.2185,0.000
33682,04/21/16 07:39:53 AM,461.2,50.841,94.800,0.2177,0.000
33683,04/21/16 07:49:53 AM,1088.7,53.472,88.500,0.2177,0.000
33684,04/21/16 07:59:53 AM,1168.7,55.342,84.800,0.2169,0.000
33685,04/21/16 08:09:53 AM,1248.7,55.776,83.600,0.2164,0.000
33686,04/21/16 08:19:53 AM,748.7,56.728,80.600,0.2156,0.000
33687,04/21/16 08:29:53 AM,616.2,55.949,78.600,0.2153,0.000
33688,04/21/16 08:39:53 AM,1196.2,54.952,80.200,0.2143,0.000
33689,04/21/16 08:49:53 AM,638.7,55.602,78.500,0.2134,0.000
33690,04/21/16 08:59:53 AM,738.7,54.820,81.100,0.2131,0.000
33691,04/21/16 09:09:53 AM,1118.7,55.213,78.800,0.2117,0.000
33692,04/21/16 09:19:53 AM,1801.2,57.722,73.700,0.2104,0.000
33693,04/21/16 09:29:53 AM,1806.2,57.936,71.600,0.2095,0.000
33694,04/21/16 09:39:53 AM,698.7,58.669,68.600,0.2078,0.000
33695,04/21/16 09:49:53 AM,1866.2,58.411,66.900,0.2064,0.000
33696,04/21/16 09:59:53 AM,1071.2,58.928,69.400,0.2052,0.000
33697,04/21/16 10:09:53 AM,1571.2,58.239,69.100,0.2038,0.000
33698,04/21/16 10:19:53 AM,1976.2,60.390,67.000,0.2026,0.000
33699,04/21/16 10:29:53 AM,1488.7,60.174,65.000,0.2017,0.000
33700,04/21/16 10:39:53 AM,656.2,58.325,66.200,0.1999,0.000
33701,04/21/16 10:49:53 AM,2036.2,61.419,63.200,0.1981,0.000
33702,04/21/16 10:59:53 AM,2048.7,61.590,62.200,0.1967,0.000
33703,04/21/16 11:09:53 AM,2131.2,62.447,59.500,0.1948,0.000
33704,04/21/16 11:19:53 AM,2343.7,62.019,58.600,0.1939,0.000
33705,04/21/16 11:29:53 AM,2216.2,62.362,58.500,0.1917,0.000
33706,04/21/16 11:39:53 AM,756.2,62.276,57.200,0.1904,0.000
33707,04/21/16 11:49:53 AM,2146.2,62.319,57.600,0.1891,0.000
33708,04/21/16 11:59:53 AM,2148.7,63.304,56.200,0.1872,0.000
33709,04/21/16 12:09:53 PM,546.2,65.230,52.500,0.1859,0.000
33710,04/21/16 12:19:53 PM,2116.2,64.760,46.300,0.1840,0.000
33711,04/21/16 12:29:53 PM,2091.2,65.230,44.000,0.1830,0.000
33712,04/21/16 12:39:53 PM,1946.2,66.258,38.600,0.1807,0.000
33713,04/21/16 12:49:53 PM,1931.2,66.643,38.600,0.1789,0.000
33714,04/21/16 12:59:53 PM,1778.7,68.785,37.000,0.1765,0.000
33715,04/21/16 01:09:53 PM,1876.2,65.487,38.700,0.1765,0.000
33716,04/21/16 01:19:53 PM,1803.7,64.974,39.900,0.1752,0.000
33717,04/21/16 01:29:53 PM,1788.7,65.916,40.500,0.1732,0.000
33718,04/21/16 01:39:53 PM,1833.7,65.102,40.800,0.1728,0.000
33719,04/21/16 01:49:53 PM,1426.2,64.546,41.300,0.1718,0.000
33720,04/21/16 01:59:53 PM,1021.2,64.632,39.100,0.1714,0.000
33721,04/21/16 02:09:53 PM,946.2,64.503,37.700,0.1703,0.000
33722,04/21/16 02:19:53 PM,1601.2,65.788,36.700,0.1695,0.000
33723,04/21/16 02:29:53 PM,1121.2,63.604,41.600,0.1695,0.000
33724,04/21/16 02:39:53 PM,1006.2,64.845,38.200,0.1685,0.000
33725,04/21/16 02:49:53 PM,1358.7,64.546,39.500,0.1677,0.000
33726,04/21/16 02:59:53 PM,1011.2,63.775,39.900,0.1671,0.000
33727,04/21/16 03:09:53 PM,1263.7,64.418,41.800,0.1652,0.000
33728,04/21/16 03:19:53 PM,1253.7,63.475,42.400,0.1648,0.000
33729,04/21/16 03:29:53 PM,1176.2,63.561,40.800,0.1648,0.000
33730,04/21/16 03:39:53 PM,938.7,63.219,40.700,0.1642,0.000
33731,04/21/16 03:49:53 PM,1016.2,63.561,40.600,0.1634,0.000
33732,04/21/16 03:59:53 PM,788.7,62.447,41.200,0.1629,0.000
33733,04/21/16 04:09:53 PM,958.7,61.761,43.800,0.1623,0.000
33734,04/21/16 04:19:53 PM,866.2,62.148,45.900,0.1623,0.000
