"Plot Title: b0004a15"
"#","Date Time, GMT+06:00","H08 Temp., °F (LGR S/N: 368110)","H08 High Res. Temp., °F (LGR S/N: 368110)","GCap. RH, % (LGR S/N: 368110)"
9012,05/23/04 11:00:00 PM,56.66,56.62,97.40
9013,05/24/04 12:00:00 AM,56.66,56.57,97.40
9014,05/24/04 01:00:00 AM,55.98,56.19,98.80
9015,05/24/04 02:00:00 AM,56.66,56.53,97.10
9016,05/24/04 03:00:00 AM,56.66,57.00,91.70
9017,05/24/04 04:00:00 AM,56.66,56.97,89.70
9018,05/24/04 05:00:00 AM,56.66,56.53,89.70
9019,05/24/04 06:00:00 AM,55.27,54.97,94.10
9020,05/24/04 07:00:00 AM,55.27,54.97,94.10
9021,05/24/04 08:00:00 AM,57.36,57.52,87.50
9022,05/24/04 09:00:00 AM,63.54,63.72,69.20
9023,05/24/04 10:00:00 AM,65.59,65.55,58.50
9024,05/24/04 11:00:00 AM,67.66,67.78,53.80
9025,05/24/04 12:00:00 PM,73.15,72.84,47.10
9026,05/24/04 01:00:00 PM,70.39,70.65,51.80
9027,05/24/04 02:00:00 PM,69.03,69.28,52.30
9028,05/24/04 03:00:00 PM,66.96,67.30,56.90
9029,05/24/04 04:00:00 PM,66.96,66.70,57.90
9030,05/24/04 05:00:00 PM,64.90,64.78,60.50
9031,05/24/04 06:00:00 PM,64.22,64.47,60.50
9032,05/24/04 07:00:00 PM,64.22,64.47,58.50
9033,05/24/04 08:00:00 PM,63.54,63.23,61.60
9034,05/24/04 09:00:00 PM,61.48,61.57,68.70
9035,05/24/04 10:00:00 PM,59.41,59.38,78.90
9036,05/24/04 11:00:00 PM,59.41,59.20,79.40
9037,05/25/04 12:00:00 AM,58.05,58.39,82.60
9038,05/25/04 01:00:00 AM,58.05,57.74,85.30
9039,05/25/04 02:00:00 AM,56.66,56.41,88.00
9040,05/25/04 03:00:00 AM,55.27,55.49,90.10
9041,05/25/04 04:00:00 AM,54.59,54.72,94.50
9042,05/25/04 05:00:00 AM,54.59,54.54,94.10
9043,05/25/04 06:00:00 AM,54.59,54.84,92.10
9044,05/25/04 07:00:00 AM,54.59,54.63,95.20
9045,05/25/04 08:00:00 AM,56.66,56.91,87.10
9046,05/25/04 09:00:00 AM,60.12,59.81,78.50
9047,05/25/04 10:00:00 AM,61.48,61.30,71.70
9048,05/25/04 11:00:00 AM,62.85,63.16,66.60
9049,05/25/04 12:00:00 PM,63.54,63.84,63.60
9050,05/25/04 01:00:00 PM,63.54,63.79,66.10
9051,05/25/04 02:00:00 PM,60.12,59.90,79.40
9052,05/25/04 03:00:00 PM,62.17,62.13,69.70
9053,05/25/04 04:00:00 PM,64.22,64.13,59.00
9054,05/25/04 05:00:00 PM,66.27,66.24,54.30
9055,05/25/04 06:00:00 PM,64.90,65.12,54.30
9056,05/25/04 07:00:00 PM,62.17,62.26,63.10
9057,05/25/04 08:00:00 PM,60.80,60.87,67.70
9058,05/25/04 09:00:00 PM,58.73,59.04,77.00
9059,05/25/04 10:00:00 PM,56.66,56.97,82.20
9060,05/25/04 11:00:00 PM,55.98,56.01,81.70
9061,05/26/04 12:00:00 AM,55.27,55.06,84.50
9062,05/26/04 01:00:00 AM,54.59,54.45,86.20
9063,05/26/04 02:00:00 AM,53.89,53.80,87.10
9064,05/26/04 03:00:00 AM,51.08,51.26,92.50
9065,05/26/04 04:00:00 AM,50.38,50.47,95.60
9066,05/26/04 05:00:00 AM,51.08,50.81,96.00
9067,05/26/04 06:00:00 AM,51.78,51.60,94.10
9068,05/26/04 07:00:00 AM,53.19,53.44,86.20
9069,05/26/04 08:00:00 AM,55.98,56.32,79.90
9070,05/26/04 09:00:00 AM,62.17,62.13,65.60
9071,05/26/04 10:00:00 AM,66.96,66.74,52.80
9072,05/26/04 11:00:00 AM,71.08,70.83,40.00
9073,05/26/04 12:00:00 PM,73.83,74.10,38.00
9074,05/26/04 01:00:00 PM,73.15,73.15,40.00
9075,05/26/04 02:00:00 PM,73.83,73.83,40.00
9076,05/26/04 03:00:00 PM,73.83,73.83,42.50
9077,05/26/04 04:00:00 PM,69.03,68.72,52.80
9078,05/26/04 05:00:00 PM,66.96,67.08,58.50
9079,05/26/04 06:00:00 PM,66.27,66.06,61.00
9080,05/26/04 07:00:00 PM,64.22,64.53,64.60
9081,05/26/04 08:00:00 PM,63.54,63.45,66.60
9082,05/26/04 09:00:00 PM,60.80,61.02,78.00
9083,05/26/04 10:00:00 PM,60.80,60.53,78.50
9084,05/26/04 11:00:00 PM,60.12,60.06,80.80
9085,05/27/04 12:00:00 AM,59.41,59.41,82.20
9086,05/27/04 01:00:00 AM,58.05,58.14,89.70
9087,05/27/04 02:00:00 AM,57.36,57.61,91.70
9088,05/27/04 03:00:00 AM,57.36,57.61,88.80
9089,05/27/04 04:00:00 AM,56.66,56.57,92.50
9090,05/27/04 05:00:00 AM,56.66,56.70,92.90
9091,05/27/04 06:00:00 AM,56.66,56.57,92.50
9092,05/27/04 07:00:00 AM,57.36,57.52,88.80
9093,05/27/04 08:00:00 AM,60.80,60.84,77.00
9094,05/27/04 09:00:00 AM,64.22,64.13,65.10
9095,05/27/04 10:00:00 AM,71.08,71.11,41.00
9096,05/27/04 11:00:00 AM,73.15,73.27,38.50
9097,05/27/04 12:00:00 PM,73.83,73.53,41.50
9098,05/27/04 01:00:00 PM,73.83,73.92,43.50
9099,05/27/04 02:00:00 PM,74.53,74.35,43.00
9100,05/27/04 03:00:00 PM,73.15,73.27,46.10
9101,05/27/04 04:00:00 PM,71.76,71.51,49.70
9102,05/27/04 05:00:00 PM,69.71,69.84,53.30
9103,05/27/04 06:00:00 PM,67.66,67.86,56.40
9104,05/27/04 07:00:00 PM,62.17,62.47,77.50
9105,05/27/04 08:00:00 PM,60.12,60.37,82.60
9106,05/27/04 09:00:00 PM,58.73,59.04,87.50
9107,05/27/04 10:00:00 PM,58.73,58.51,89.70
9108,05/27/04 11:00:00 PM,58.05,57.83,90.50
9109,05/28/04 12:00:00 AM,57.36,57.06,91.70
9110,05/28/04 01:00:00 AM,56.66,56.79,90.50
9111,05/28/04 02:00:00 AM,56.66,56.62,89.20
9112,05/28/04 03:00:00 AM,55.27,55.58,92.10
9113,05/28/04 04:00:00 AM,53.89,54.19,95.60
9114,05/28/04 05:00:00 AM,52.48,52.66,97.80
9115,05/28/04 06:00:00 AM,52.48,52.54,97.80
9116,05/28/04 07:00:00 AM,55.98,56.01,87.10
9117,05/28/04 08:00:00 AM,60.12,59.81,78.50
9118,05/28/04 09:00:00 AM,63.54,63.66,65.60
9119,05/28/04 10:00:00 AM,64.90,65.16,61.60
9120,05/28/04 11:00:00 AM,66.27,66.27,56.90
9121,05/28/04 12:00:00 PM,64.22,64.09,82.60
9122,05/28/04 01:00:00 PM,66.27,66.49,63.60
9123,05/28/04 02:00:00 PM,69.03,69.03,56.90
9124,05/28/04 03:00:00 PM,69.71,69.58,54.30
9125,05/28/04 04:00:00 PM,69.71,69.78,54.30
9126,05/28/04 05:00:00 PM,68.34,68.41,59.00
9127,05/28/04 06:00:00 PM,66.96,67.05,63.10
9128,05/28/04 07:00:00 PM,64.90,64.90,68.70
9129,05/28/04 08:00:00 PM,63.54,63.37,73.10
9130,05/28/04 09:00:00 PM,62.85,63.07,71.70
9131,05/28/04 10:00:00 PM,61.48,61.18,78.90
9132,05/28/04 11:00:00 PM,60.80,60.49,83.60
9133,05/29/04 12:00:00 AM,58.05,58.26,88.80
9134,05/29/04 01:00:00 AM,58.73,58.48,89.20
9135,05/29/04 02:00:00 AM,58.73,58.69,88.00
9136,05/29/04 03:00:00 AM,58.05,58.17,90.10
9137,05/29/04 04:00:00 AM,58.05,58.30,87.10
9138,05/29/04 05:00:00 AM,57.36,57.40,90.50
9139,05/29/04 06:00:00 AM,56.66,56.91,91.70
9140,05/29/04 07:00:00 AM,58.73,58.86,84.90
9141,05/29/04 08:00:00 AM,60.80,61.09,78.00
9142,05/29/04 09:00:00 AM,67.66,67.64,57.90
9143,05/29/04 10:00:00 AM,69.71,69.71,53.30
9144,05/29/04 11:00:00 AM,73.83,73.83,43.00
9145,05/29/04 12:00:00 PM,75.92,76.14,40.00
9146,05/29/04 01:00:00 PM,75.22,75.43,42.00
9147,05/29/04 02:00:00 PM,75.92,75.96,40.50
9148,05/29/04 03:00:00 PM,76.62,76.87,40.00
9149,05/29/04 04:00:00 PM,75.22,75.40,42.00
9150,05/29/04 05:00:00 PM,72.46,72.25,46.10
9151,05/29/04 06:00:00 PM,69.71,69.62,51.80
9152,05/29/04 07:00:00 PM,66.96,67.14,56.90
9153,05/29/04 08:00:00 PM,65.59,65.71,61.00
9154,05/29/04 09:00:00 PM,64.90,64.74,61.60
9155,05/29/04 10:00:00 PM,64.22,64.22,58.50
9156,05/29/04 11:00:00 PM,62.17,62.33,64.60
9157,05/30/04 12:00:00 AM,60.80,60.87,69.70
9158,05/30/04 01:00:00 AM,60.12,59.85,73.10
9159,05/30/04 02:00:00 AM,59.41,59.20,77.00
9160,05/30/04 03:00:00 AM,58.73,58.51,79.90
9161,05/30/04 04:00:00 AM,58.05,57.96,83.10
9162,05/30/04 05:00:00 AM,56.66,56.75,87.10
9163,05/30/04 06:00:00 AM,56.66,56.97,85.80
9164,05/30/04 07:00:00 AM,57.36,57.61,83.10
9165,05/30/04 08:00:00 AM,58.73,58.95,78.90
9166,05/30/04 09:00:00 AM,62.17,61.86,69.20
9167,05/30/04 10:00:00 AM,65.59,65.80,54.90
9168,05/30/04 11:00:00 AM,68.34,68.25,50.20
9169,05/30/04 12:00:00 PM,71.76,71.89,38.50
9170,05/30/04 01:00:00 PM,71.76,71.82,39.50
9171,05/30/04 02:00:00 PM,73.83,73.74,43.00
9172,05/30/04 03:00:00 PM,73.83,73.92,44.00
9173,05/30/04 04:00:00 PM,70.39,70.21,50.70
9174,05/30/04 05:00:00 PM,67.66,67.73,59.00
9175,05/30/04 06:00:00 PM,65.59,65.59,61.60
9176,05/30/04 07:00:00 PM,64.22,64.47,61.60
9177,05/30/04 08:00:00 PM,62.17,62.20,68.20
9178,05/30/04 09:00:00 PM,60.80,60.80,71.70
9179,05/30/04 10:00:00 PM,58.73,58.77,79.90
9180,05/30/04 11:00:00 PM,58.73,58.82,78.00
9181,05/31/04 12:00:00 AM,58.05,58.14,81.30
9182,05/31/04 01:00:00 AM,58.05,58.05,81.70
9183,05/31/04 02:00:00 AM,57.36,57.43,83.60
9184,05/31/04 03:00:00 AM,56.66,56.57,85.80
9185,05/31/04 04:00:00 AM,55.98,55.92,89.20
9186,05/31/04 05:00:00 AM,55.98,55.76,89.20
9187,05/31/04 06:00:00 AM,55.98,55.80,89.20
9188,05/31/04 07:00:00 AM,56.66,56.79,86.20
9189,05/31/04 08:00:00 AM,59.41,59.41,78.00
9190,05/31/04 09:00:00 AM,62.85,62.98,66.10
9191,05/31/04 10:00:00 AM,66.96,67.05,53.80
9192,05/31/04 11:00:00 AM,68.34,68.41,51.20
9193,05/31/04 12:00:00 PM,69.03,68.88,54.30
9194,05/31/04 01:00:00 PM,70.39,70.52,50.20
9195,05/31/04 02:00:00 PM,72.46,72.25,48.70
9196,05/31/04 03:00:00 PM,71.76,71.85,48.10
9197,05/31/04 04:00:00 PM,71.08,71.38,51.80
9198,05/31/04 05:00:00 PM,70.39,70.65,52.80
9199,05/31/04 06:00:00 PM,69.03,69.10,55.40
9200,05/31/04 07:00:00 PM,64.90,64.90,71.20
9201,05/31/04 08:00:00 PM,62.85,63.07,73.60
9202,05/31/04 09:00:00 PM,62.17,62.17,75.60
9203,05/31/04 10:00:00 PM,62.17,62.08,77.50
9204,05/31/04 11:00:00 PM,60.80,60.93,82.60
9205,06/01/04 12:00:00 AM,60.12,60.15,84.00
9206,06/01/04 01:00:00 AM,60.12,59.85,84.90
9207,06/01/04 02:00:00 AM,59.41,59.38,86.20
9208,06/01/04 03:00:00 AM,58.73,58.77,88.40
9209,06/01/04 04:00:00 AM,57.36,57.65,91.30
9210,06/01/04 05:00:00 AM,57.36,57.06,93.30
9211,06/01/04 06:00:00 AM,57.36,57.18,90.10
9212,06/01/04 07:00:00 AM,58.05,58.21,87.50
9213,06/01/04 08:00:00 AM,60.12,59.85,83.60
9214,06/01/04 09:00:00 AM,64.22,64.56,68.70
9215,06/01/04 10:00:00 AM,66.96,67.26,56.40
9216,06/01/04 11:00:00 AM,72.46,72.59,47.10
9217,06/01/04 12:00:00 PM,67.66,67.35,61.60
9218,06/01/04 01:00:00 PM,66.96,66.96,62.10
9219,06/01/04 02:00:00 PM,68.34,68.16,61.00
9220,06/01/04 03:00:00 PM,69.71,69.44,54.90
9221,06/01/04 04:00:00 PM,68.34,68.54,55.40
9222,06/01/04 05:00:00 PM,68.34,68.41,57.40
9223,06/01/04 06:00:00 PM,64.90,65.21,70.20
9224,06/01/04 07:00:00 PM,64.22,64.26,76.10
9225,06/01/04 08:00:00 PM,62.17,62.17,81.30
9226,06/01/04 09:00:00 PM,61.48,61.65,84.50
9227,06/01/04 10:00:00 PM,61.48,61.27,85.30
9228,06/01/04 11:00:00 PM,60.80,60.80,87.10
9229,06/02/04 12:00:00 AM,60.12,60.19,87.50
9230,06/02/04 01:00:00 AM,59.41,59.47,88.00
9231,06/02/04 02:00:00 AM,58.73,59.04,87.50
9232,06/02/04 03:00:00 AM,58.05,58.05,87.10
9233,06/02/04 04:00:00 AM,56.66,56.66,97.10
9234,06/02/04 05:00:00 AM,56.66,56.48,91.30
9235,06/02/04 06:00:00 AM,56.66,56.79,88.40
9236,06/02/04 07:00:00 AM,58.73,58.60,84.50
9237,06/02/04 08:00:00 AM,60.80,61.09,78.50
9238,06/02/04 09:00:00 AM,66.27,65.98,62.60
9239,06/02/04 10:00:00 AM,71.08,70.83,47.10
9240,06/02/04 11:00:00 AM,72.46,72.81,46.10
9241,06/02/04 12:00:00 PM,73.15,72.90,47.60
9242,06/02/04 01:00:00 PM,75.92,75.65,44.60
9243,06/02/04 02:00:00 PM,72.46,72.16,46.60
9244,06/02/04 03:00:00 PM,71.76,71.94,51.20
9245,06/02/04 04:00:00 PM,71.08,70.77,54.90
9246,06/02/04 05:00:00 PM,69.03,68.88,61.00
9247,06/02/04 06:00:00 PM,68.34,68.29,60.00
9248,06/02/04 07:00:00 PM,65.59,65.59,72.60
9249,06/02/04 08:00:00 PM,63.54,63.57,76.10
9250,06/02/04 09:00:00 PM,62.17,62.04,81.70
9251,06/02/04 10:00:00 PM,61.48,61.43,85.30
9252,06/02/04 11:00:00 PM,61.48,61.39,84.00
9253,06/03/04 12:00:00 AM,60.80,61.05,85.30
9254,06/03/04 01:00:00 AM,60.80,61.09,84.50
9255,06/03/04 02:00:00 AM,60.80,60.53,85.80
9256,06/03/04 03:00:00 AM,59.41,59.41,88.80
9257,06/03/04 04:00:00 AM,58.73,58.98,91.30
9258,06/03/04 05:00:00 AM,58.05,58.05,92.10
9259,06/03/04 06:00:00 AM,58.05,57.74,90.10
9260,06/03/04 07:00:00 AM,59.41,59.63,84.90
9261,06/03/04 08:00:00 AM,64.22,64.00,65.10
9262,06/03/04 09:00:00 AM,67.66,67.91,57.90
9263,06/03/04 10:00:00 AM,69.71,69.49,53.80
9264,06/03/04 11:00:00 AM,72.46,72.25,50.20
9265,06/03/04 12:00:00 PM,74.53,74.23,45.60
9266,06/03/04 01:00:00 PM,72.46,72.50,49.20
9267,06/03/04 02:00:00 PM,70.39,70.56,53.80
9268,06/03/04 03:00:00 PM,71.76,72.03,50.20
9269,06/03/04 04:00:00 PM,71.76,71.51,49.70
9270,06/03/04 05:00:00 PM,71.08,70.95,51.20
9271,06/03/04 06:00:00 PM,69.71,69.40,51.20
9272,06/03/04 07:00:00 PM,66.96,67.17,59.50
9273,06/03/04 08:00:00 PM,65.59,65.80,61.60
9274,06/03/04 09:00:00 PM,62.85,63.16,74.10
9275,06/03/04 10:00:00 PM,61.48,61.30,82.60
9276,06/03/04 11:00:00 PM,62.85,62.67,73.60
9277,06/04/04 12:00:00 AM,59.41,59.34,88.80
9278,06/04/04 01:00:00 AM,58.05,57.96,92.10
9279,06/04/04 02:00:00 AM,57.36,57.13,94.50
9280,06/04/04 03:00:00 AM,58.73,58.42,90.90
9281,06/04/04 04:00:00 AM,58.05,57.99,92.50
9282,06/04/04 05:00:00 AM,58.05,58.08,91.30
9283,06/04/04 06:00:00 AM,58.05,58.14,91.70
9284,06/04/04 07:00:00 AM,59.41,59.47,86.70
9285,06/04/04 08:00:00 AM,61.48,61.27,78.50
9286,06/04/04 09:00:00 AM,62.85,63.16,72.60
9287,06/04/04 10:00:00 AM,66.27,66.06,62.60
9288,06/04/04 11:00:00 AM,68.34,68.25,55.90
9289,06/04/04 12:00:00 PM,68.34,68.41,57.90
9290,06/04/04 01:00:00 PM,69.71,69.84,55.90
9291,06/04/04 02:00:00 PM,68.34,68.32,59.50
9292,06/04/04 03:00:00 PM,66.96,66.74,63.60
9293,06/04/04 04:00:00 PM,64.90,65.16,65.60
9294,06/04/04 05:00:00 PM,66.27,66.11,62.10
9295,06/04/04 06:00:00 PM,64.22,64.06,62.10
9296,06/04/04 07:00:00 PM,64.22,64.00,56.90
9297,06/04/04 08:00:00 PM,61.48,61.52,68.20
9298,06/04/04 09:00:00 PM,60.80,61.09,70.20
9299,06/04/04 10:00:00 PM,60.12,59.85,73.60
9300,06/04/04 11:00:00 PM,59.41,59.54,77.00
9301,06/05/04 12:00:00 AM,59.41,59.13,78.00
9302,06/05/04 01:00:00 AM,58.05,58.17,79.90
9303,06/05/04 02:00:00 AM,58.05,57.92,83.60
9304,06/05/04 03:00:00 AM,56.66,56.35,88.40
9305,06/05/04 04:00:00 AM,54.59,54.84,90.50
9306,06/05/04 05:00:00 AM,55.27,55.24,90.50
9307,06/05/04 06:00:00 AM,54.59,54.41,92.90
9308,06/05/04 07:00:00 AM,54.59,54.72,91.70
9309,06/05/04 08:00:00 AM,59.41,59.54,76.10
9310,06/05/04 09:00:00 AM,64.90,64.65,57.90
9311,06/05/04 10:00:00 AM,69.71,70.05,49.20
9312,06/05/04 11:00:00 AM,72.46,72.25,40.00
9313,06/05/04 12:00:00 PM,70.39,70.70,46.60
9314,06/05/04 01:00:00 PM,71.76,72.07,45.60
9315,06/05/04 02:00:00 PM,72.46,72.37,47.60
9316,06/05/04 03:00:00 PM,73.15,72.84,46.10
9317,06/05/04 04:00:00 PM,73.83,73.92,42.50
9318,06/05/04 05:00:00 PM,70.39,70.65,51.80
9319,06/05/04 06:00:00 PM,69.03,69.06,53.30
9320,06/05/04 07:00:00 PM,66.27,66.49,59.50
9321,06/05/04 08:00:00 PM,64.90,64.96,66.60
9322,06/05/04 09:00:00 PM,62.85,62.89,73.10
9323,06/05/04 10:00:00 PM,60.80,60.71,82.60
9324,06/05/04 11:00:00 PM,60.80,61.05,81.30
9325,06/06/04 12:00:00 AM,60.80,60.62,82.60
9326,06/06/04 01:00:00 AM,58.73,59.04,92.50
9327,06/06/04 02:00:00 AM,58.05,58.35,91.30
9328,06/06/04 03:00:00 AM,56.66,56.91,93.30
9329,06/06/04 04:00:00 AM,57.36,57.27,84.90
9330,06/06/04 05:00:00 AM,57.36,57.43,87.10
9331,06/06/04 06:00:00 AM,58.05,57.96,90.10
9332,06/06/04 07:00:00 AM,58.73,58.91,86.20
9333,06/06/04 08:00:00 AM,60.80,60.49,79.40
9334,06/06/04 09:00:00 AM,64.22,64.31,66.60
9335,06/06/04 10:00:00 AM,70.39,70.56,48.10
9336,06/06/04 11:00:00 AM,70.39,70.14,51.20
9337,06/06/04 12:00:00 PM,70.39,70.21,51.80
9338,06/06/04 01:00:00 PM,71.76,71.82,46.60
9339,06/06/04 02:00:00 PM,73.83,73.74,41.50
9340,06/06/04 03:00:00 PM,73.15,72.90,44.00
9341,06/06/04 04:00:00 PM,71.76,72.03,48.70
9342,06/06/04 05:00:00 PM,65.59,65.71,63.10
9343,06/06/04 06:00:00 PM,66.27,66.02,61.60
9344,06/06/04 07:00:00 PM,65.59,65.64,66.60
9345,06/06/04 08:00:00 PM,62.85,62.98,73.60
9346,06/06/04 09:00:00 PM,61.48,61.70,77.50
9347,06/06/04 10:00:00 PM,60.80,60.75,82.20
9348,06/06/04 11:00:00 PM,60.12,60.15,84.50
9349,06/07/04 12:00:00 AM,58.73,59.04,84.90
9350,06/07/04 01:00:00 AM,58.73,58.91,88.40
9351,06/07/04 02:00:00 AM,59.41,59.38,86.20
9352,06/07/04 03:00:00 AM,59.41,59.16,85.80
9353,06/07/04 04:00:00 AM,58.05,58.30,93.70
9354,06/07/04 05:00:00 AM,57.36,57.43,99.20
9355,06/07/04 06:00:00 AM,57.36,57.34,92.10
9356,06/07/04 07:00:00 AM,57.36,57.31,95.60
9357,06/07/04 08:00:00 AM,58.73,58.91,87.10
9358,06/07/04 09:00:00 AM,62.85,62.76,72.20
9359,06/07/04 10:00:00 AM,68.34,68.29,57.40
9360,06/07/04 11:00:00 AM,72.46,72.41,47.60
9361,06/07/04 12:00:00 PM,74.53,74.66,39.50
9362,06/07/04 01:00:00 PM,74.53,74.62,44.60
9363,06/07/04 02:00:00 PM,74.53,74.57,45.10
9364,06/07/04 03:00:00 PM,75.92,75.79,40.00
9365,06/07/04 04:00:00 PM,75.22,75.58,43.00
9366,06/07/04 05:00:00 PM,73.83,73.83,46.60
9367,06/07/04 06:00:00 PM,69.03,68.81,61.00
9368,06/07/04 07:00:00 PM,66.27,66.06,67.70
9369,06/07/04 08:00:00 PM,63.54,63.79,72.60
9370,06/07/04 09:00:00 PM,62.17,62.08,77.50
9371,06/07/04 10:00:00 PM,62.17,61.95,78.50
9372,06/07/04 11:00:00 PM,62.17,61.95,78.00
9373,06/08/04 12:00:00 AM,61.48,61.74,77.50
9374,06/08/04 01:00:00 AM,59.41,59.59,89.70
9375,06/08/04 02:00:00 AM,59.41,59.16,89.70
9376,06/08/04 03:00:00 AM,58.73,58.51,93.70
9377,06/08/04 04:00:00 AM,58.73,58.95,86.70
9378,06/08/04 05:00:00 AM,58.73,58.48,88.40
9379,06/08/04 06:00:00 AM,58.05,58.30,90.90
9380,06/08/04 07:00:00 AM,58.05,57.78,98.50
9381,06/08/04 08:00:00 AM,58.73,58.55,93.30
9382,06/08/04 09:00:00 AM,60.80,60.67,84.00
9383,06/08/04 10:00:00 AM,61.48,61.23,84.50
9384,06/08/04 11:00:00 AM,60.12,60.06,90.90
9385,06/08/04 12:00:00 PM,62.85,62.76,78.00
9386,06/08/04 01:00:00 PM,66.96,67.26,68.20
9387,06/08/04 02:00:00 PM,70.39,70.43,58.50
9388,06/08/04 03:00:00 PM,73.15,73.02,47.60
9389,06/08/04 04:00:00 PM,73.15,73.31,47.10
9390,06/08/04 05:00:00 PM,73.15,73.36,48.70
9391,06/08/04 06:00:00 PM,69.71,69.75,54.30
9392,06/08/04 07:00:00 PM,66.96,67.17,62.60
9393,06/08/04 08:00:00 PM,64.22,63.97,76.10
9394,06/08/04 09:00:00 PM,62.17,62.33,78.90
9395,06/08/04 10:00:00 PM,60.80,60.53,85.80
9396,06/08/04 11:00:00 PM,60.12,60.03,88.00
9397,06/09/04 12:00:00 AM,59.41,59.54,89.20
9398,06/09/04 01:00:00 AM,58.05,58.14,99.20
9399,06/09/04 02:00:00 AM,57.36,57.61,101.50
9400,06/09/04 03:00:00 AM,58.05,57.99,98.80
9401,06/09/04 04:00:00 AM,58.05,57.99,99.50
9402,06/09/04 05:00:00 AM,58.05,57.92,98.10
9403,06/09/04 06:00:00 AM,57.36,57.56,98.80
9404,06/09/04 07:00:00 AM,58.73,58.95,91.70
9405,06/09/04 08:00:00 AM,60.80,60.75,84.90
9406,06/09/04 09:00:00 AM,64.90,64.96,70.70
9407,06/09/04 10:00:00 AM,68.34,68.20,61.00
9408,06/09/04 11:00:00 AM,71.76,71.73,49.20
9409,06/09/04 12:00:00 PM,75.22,74.91,42.00
9410,06/09/04 01:00:00 PM,73.15,73.31,49.70
9411,06/09/04 02:00:00 PM,76.62,76.60,43.50
9412,06/09/04 03:00:00 PM,73.83,74.05,48.70
9413,06/09/04 04:00:00 PM,74.53,74.66,45.60
9414,06/09/04 05:00:00 PM,74.53,74.26,49.70
9415,06/09/04 06:00:00 PM,71.08,71.11,53.30
9416,06/09/04 07:00:00 PM,69.71,69.49,54.30
9417,06/09/04 08:00:00 PM,66.27,66.02,66.60
9418,06/09/04 09:00:00 PM,64.22,64.22,78.00
9419,06/09/04 10:00:00 PM,64.22,64.53,75.10
9420,06/09/04 11:00:00 PM,63.54,63.72,77.50
9421,06/10/04 12:00:00 AM,62.17,62.17,84.90
9422,06/10/04 01:00:00 AM,61.48,61.57,87.10
9423,06/10/04 02:00:00 AM,61.48,61.36,87.10
9424,06/10/04 03:00:00 AM,60.80,60.62,89.70
9425,06/10/04 04:00:00 AM,60.12,60.15,90.50
9426,06/10/04 05:00:00 AM,59.41,59.63,92.90
9427,06/10/04 06:00:00 AM,59.41,59.59,92.90
9428,06/10/04 07:00:00 AM,60.12,60.28,89.70
9429,06/10/04 08:00:00 AM,63.54,63.32,78.90
9430,06/10/04 09:00:00 AM,64.90,64.65,74.60
9431,06/10/04 10:00:00 AM,71.76,71.94,52.30
9432,06/10/04 11:00:00 AM,74.53,74.53,45.60
9433,06/10/04 12:00:00 PM,76.62,76.91,41.00
9434,06/10/04 01:00:00 PM,77.31,77.05,41.50
9435,06/10/04 02:00:00 PM,75.92,75.83,46.10
9436,06/10/04 03:00:00 PM,76.62,76.53,44.00
9437,06/10/04 04:00:00 PM,75.92,75.92,46.60
9438,06/10/04 05:00:00 PM,73.83,73.96,51.20
9439,06/10/04 06:00:00 PM,71.08,71.17,57.90
9440,06/10/04 07:00:00 PM,69.71,69.44,61.60
9441,06/10/04 08:00:00 PM,67.66,67.35,69.20
9442,06/10/04 09:00:00 PM,64.22,64.13,84.90
9443,06/10/04 10:00:00 PM,62.17,62.26,92.90
9444,06/10/04 11:00:00 PM,62.17,61.86,93.70
9445,06/11/04 12:00:00 AM,62.17,61.95,90.50
9446,06/11/04 01:00:00 AM,62.17,61.92,89.20
9447,06/11/04 02:00:00 AM,61.48,61.39,90.90
9448,06/11/04 03:00:00 AM,60.80,60.87,91.70
9449,06/11/04 04:00:00 AM,60.80,60.49,93.30
9450,06/11/04 05:00:00 AM,59.41,59.59,93.30
9451,06/11/04 06:00:00 AM,58.05,58.21,94.90
9452,06/11/04 07:00:00 AM,59.41,59.72,81.70
9453,06/11/04 08:00:00 AM,62.85,62.64,73.10
9454,06/11/04 09:00:00 AM,64.22,64.40,73.10
9455,06/11/04 10:00:00 AM,66.96,67.05,65.10
9456,06/11/04 11:00:00 AM,71.76,72.07,47.60
9457,06/11/04 12:00:00 PM,76.62,76.78,38.00
9458,06/11/04 01:00:00 PM,79.41,79.75,33.10
9459,06/11/04 02:00:00 PM,78.01,77.92,40.00
9460,06/11/04 03:00:00 PM,78.01,77.74,41.50
9461,06/11/04 04:00:00 PM,73.15,73.36,54.30
9462,06/11/04 05:00:00 PM,74.53,74.32,51.20
9463,06/11/04 06:00:00 PM,73.15,72.93,53.80
9464,06/11/04 07:00:00 PM,71.08,71.11,59.50
9465,06/11/04 08:00:00 PM,69.03,69.31,65.10
9466,06/11/04 09:00:00 PM,63.54,63.79,92.10
9467,06/11/04 10:00:00 PM,61.48,61.61,100.80
9468,06/11/04 11:00:00 PM,61.48,61.61,92.10
9469,06/12/04 12:00:00 AM,61.48,61.27,90.90
9470,06/12/04 01:00:00 AM,60.12,59.81,95.20
9471,06/12/04 02:00:00 AM,58.73,58.82,90.90
9472,06/12/04 03:00:00 AM,58.05,58.21,93.70
9473,06/12/04 04:00:00 AM,58.73,58.48,96.30
9474,06/12/04 05:00:00 AM,58.73,58.73,93.70
